Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0037649						protein|evm.model.chromosome_5.669																	
OG0037650						protein|evm.model.chromosome_5.496																	
OG0037651						protein|evm.model.chromosome_5.497																	
OG0037652						protein|evm.model.chromosome_5.1293																	
OG0037653						protein|evm.model.chromosome_5.433																	
OG0037654						protein|evm.model.chromosome_5.1987																	
OG0037655						protein|evm.model.chromosome_5.571																	
OG0037656						protein|evm.model.chromosome_5.2589																	
OG0037657						protein|evm.model.chromosome_5.2466																	
OG0037658						protein|evm.model.chromosome_5.2057																	
OG0037659						protein|evm.model.chromosome_5.96																	
OG0037660						protein|evm.model.chromosome_5.2150																	
OG0037661						protein|evm.model.chromosome_5.1551																	
OG0037662						protein|evm.model.chromosome_5.1905																	
OG0037663						protein|evm.model.chromosome_5.1809																	
OG0037664						protein|evm.model.chromosome_5.409																	
OG0037665						protein|evm.model.chromosome_5.245																	
OG0037666						protein|evm.model.chromosome_5.1361																	
OG0037667						protein|evm.model.chromosome_5.1005																	
OG0037668						protein|evm.model.chromosome_5.2773																	
OG0037669						protein|evm.model.chromosome_5.979																	
OG0037670						protein|evm.model.chromosome_5.1080																	
OG0037671						protein|evm.model.chromosome_5.2181																	
OG0037672						protein|evm.model.chromosome_5.1766																	
OG0037673						protein|evm.model.chromosome_5.1765																	
OG0037674						protein|evm.model.chromosome_5.2439																	
OG0037675						protein|evm.model.chromosome_5.2438																	
OG0037676						protein|evm.model.chromosome_5.2434																	
OG0037677						protein|evm.model.chromosome_5.866																	
OG0037678						protein|evm.model.chromosome_5.2022																	
OG0037679						protein|evm.model.chromosome_5.2562																	
OG0037680						protein|evm.model.chromosome_5.1453																	
OG0037681						protein|evm.model.chromosome_5.156																	
OG0037682						protein|evm.model.chromosome_5.848																	
OG0037683						protein|evm.model.chromosome_5.2502																	
OG0037684						protein|evm.model.chromosome_5.2088																	
OG0037685						protein|evm.model.chromosome_5.2724																	
OG0037686						protein|evm.model.chromosome_5.2890																	
OG0037687						protein|evm.model.chromosome_5.2896																	
OG0037688						protein|evm.model.chromosome_5.2918																	
OG0037689						protein|evm.model.chromosome_5.555																	
OG0037690						protein|evm.model.chromosome_5.2827																	
OG0037691						protein|evm.model.chromosome_5.2445																	
OG0037692						protein|evm.model.chromosome_5.2442																	
OG0037693						protein|evm.model.chromosome_5.2615																	
OG0037694						protein|evm.model.chromosome_5.1561																	
OG0037695						protein|evm.model.chromosome_5.2066																	
OG0037696						protein|evm.model.chromosome_5.2178																	
OG0037697						protein|evm.model.chromosome_5.1738																	
OG0037698						protein|evm.model.chromosome_5.1671																	
OG0037699						protein|evm.model.chromosome_5.2655																	
OG0037700						protein|evm.model.chromosome_5.2392																	
OG0037701						protein|evm.model.chromosome_5.422																	
OG0037702						protein|evm.model.chromosome_5.1028																	
OG0037703						protein|evm.model.chromosome_5.506																	
OG0037704						protein|evm.model.chromosome_5.504																	
OG0037705						protein|evm.model.chromosome_5.505																	
OG0037706						protein|evm.model.chromosome_5.1530																	
OG0037707						protein|evm.model.chromosome_5.1539																	
OG0037708						protein|evm.model.chromosome_5.2587																	
OG0037709						protein|evm.model.chromosome_5.133																	
OG0037710						protein|evm.model.chromosome_5.131																	
OG0037711						protein|evm.model.chromosome_5.98																	
OG0037712						protein|evm.model.chromosome_5.589																	
OG0037713						protein|evm.model.chromosome_5.614																	
OG0037714						protein|evm.model.chromosome_5.1632																	
OG0037715						protein|evm.model.chromosome_5.1476																	
OG0037716						protein|evm.model.chromosome_5.1471																	
OG0037717						protein|evm.model.chromosome_5.1780																	
OG0037718						protein|evm.model.chromosome_5.479																	
OG0037719						protein|evm.model.chromosome_5.475																	
OG0037720						protein|evm.model.chromosome_5.1468																	
OG0037721						protein|evm.model.chromosome_5.1405																	
OG0037722						protein|evm.model.chromosome_5.2543																	
OG0037723						protein|evm.model.chromosome_5.1013																	
OG0037724						protein|evm.model.chromosome_5.2700																	
OG0037725						protein|evm.model.chromosome_5.2263																	
OG0037726						protein|evm.model.chromosome_5.948																	
OG0037727						protein|evm.model.chromosome_5.530																	
OG0037728						protein|evm.model.chromosome_5.1876																	
OG0037729						protein|evm.model.chromosome_5.1878																	
OG0037730						protein|evm.model.chromosome_8.2068																	
OG0037731						protein|evm.model.chromosome_8.1358																	
OG0037732						protein|evm.model.chromosome_8.2566																	
OG0037733						protein|evm.model.chromosome_8.1104																	
OG0037734						protein|evm.model.chromosome_8.216																	
OG0037735						protein|evm.model.chromosome_8.1480																	
OG0037736						protein|evm.model.chromosome_8.1482																	
OG0037737						protein|evm.model.chromosome_8.1483																	
OG0037738						protein|evm.model.chromosome_8.727																	
OG0037739						protein|evm.model.chromosome_8.1725																	
OG0037740						protein|evm.model.chromosome_8.2226																	
OG0037741						protein|evm.model.chromosome_8.2223																	
OG0037742						protein|evm.model.chromosome_8.1227																	
OG0037743						protein|evm.model.chromosome_8.1856																	
OG0037744						protein|evm.model.chromosome_8.1144																	
OG0037745						protein|evm.model.chromosome_8.323																	
OG0037746						protein|evm.model.chromosome_8.2110																	
OG0037747						protein|evm.model.chromosome_8.2094																	
OG0037748						protein|evm.model.chromosome_8.128																	
OG0037749						protein|evm.model.chromosome_8.127																	
OG0037750						protein|evm.model.chromosome_8.121																	
OG0037751						protein|evm.model.chromosome_8.120																	
OG0037752						protein|evm.model.chromosome_8.123																	
OG0037753						protein|evm.model.chromosome_8.122																	
OG0037754						protein|evm.model.chromosome_8.544																	
OG0037755						protein|evm.model.chromosome_8.959																	
OG0037756						protein|evm.model.chromosome_8.2474																	
OG0037757						protein|evm.model.chromosome_8.2476																	
OG0037758						protein|evm.model.chromosome_8.2471																	
OG0037759						protein|evm.model.chromosome_8.2472																	
OG0037760						protein|evm.model.chromosome_8.2473																	
OG0037761						protein|evm.model.chromosome_8.2210																	
OG0037762						protein|evm.model.chromosome_8.1766																	
OG0037763						protein|evm.model.chromosome_8.1761																	
OG0037764						protein|evm.model.chromosome_8.639																	
OG0037765						protein|evm.model.chromosome_8.631																	
OG0037766						protein|evm.model.chromosome_8.634																	
OG0037767						protein|evm.model.chromosome_8.2166																	
OG0037768						protein|evm.model.chromosome_8.2732																	
OG0037769						protein|evm.model.chromosome_8.1823																	
OG0037770						protein|evm.model.chromosome_8.1827																	
OG0037771						protein|evm.model.chromosome_8.1824																	
OG0037772						protein|evm.model.chromosome_8.2508																	
OG0037773						protein|evm.model.chromosome_8.1981																	
OG0037774						protein|evm.model.chromosome_8.2073																	
OG0037775						protein|evm.model.chromosome_8.1165																	
OG0037776						protein|evm.model.chromosome_8.943																	
OG0037777						protein|evm.model.chromosome_8.949																	
OG0037778						protein|evm.model.chromosome_8.1332																	
OG0037779						protein|evm.model.chromosome_8.1337																	
OG0037780						protein|evm.model.chromosome_8.2130																	
OG0037781						protein|evm.model.chromosome_8.1168																	
OG0037782						protein|evm.model.chromosome_8.1865																	
OG0037783						protein|evm.model.chromosome_8.1205																	
OG0037784						protein|evm.model.chromosome_8.1876																	
OG0037785						protein|evm.model.chromosome_8.660																	
OG0037786						protein|evm.model.chromosome_8.2290																	
OG0037787						protein|evm.model.chromosome_8.142																	
OG0037788						protein|evm.model.chromosome_8.2071																	
OG0037789						protein|evm.model.chromosome_8.2850																	
OG0037790						protein|evm.model.chromosome_8.1501																	
OG0037791						protein|evm.model.chromosome_8.903																	
OG0037792						protein|evm.model.chromosome_8.902																	
OG0037793						protein|evm.model.chromosome_8.904																	
OG0037794						protein|evm.model.chromosome_8.383																	
OG0037795						protein|evm.model.chromosome_8.2377																	
OG0037796						protein|evm.model.chromosome_8.2376																	
OG0037797						protein|evm.model.chromosome_8.1930																	
OG0037798						protein|evm.model.chromosome_8.1113																	
OG0037799						protein|evm.model.chromosome_8.1707																	
OG0037800						protein|evm.model.chromosome_8.1621																	
OG0037801						protein|evm.model.chromosome_8.80																	
OG0037802						protein|evm.model.chromosome_8.2452																	
OG0037803						protein|evm.model.chromosome_8.817																	
OG0037804						protein|evm.model.chromosome_8.1789																	
OG0037805						protein|evm.model.chromosome_8.24																	
OG0037806						protein|evm.model.chromosome_8.1062																	
OG0037807						protein|evm.model.chromosome_8.2860																	
OG0037808						protein|evm.model.chromosome_8.353																	
OG0037809						protein|evm.model.chromosome_8.1964																	
OG0037810						protein|evm.model.chromosome_8.2306																	
OG0037811						protein|evm.model.chromosome_8.2489																	
OG0037812						protein|evm.model.chromosome_8.2020																	
OG0037813						protein|evm.model.chromosome_8.478																	
OG0037814						protein|evm.model.chromosome_8.2267																	
OG0037815						protein|evm.model.chromosome_8.1858																	
OG0037816						protein|evm.model.chromosome_8.1776																	
OG0037817						protein|evm.model.chromosome_8.1896																	
OG0037818						protein|evm.model.chromosome_8.1892																	
OG0037819						protein|evm.model.chromosome_8.329																	
OG0037820						protein|evm.model.chromosome_8.2722																	
OG0037821						protein|evm.model.chromosome_8.1169																	
OG0037822						protein|evm.model.chromosome_8.1993																	
OG0037823						protein|evm.model.chromosome_8.2183																	
OG0037824						protein|evm.model.chromosome_8.2835																	
OG0037825						protein|evm.model.chromosome_8.2836																	
OG0037826						protein|evm.model.chromosome_8.2838																	
OG0037827						protein|evm.model.chromosome_8.1912																	
OG0037828						protein|evm.model.chromosome_8.1917																	
OG0037829						protein|evm.model.chromosome_8.1726																	
OG0037830						protein|evm.model.chromosome_8.581																	
OG0037831						protein|evm.model.chromosome_8.1597																	
OG0037832						protein|evm.model.chromosome_8.1864																	
OG0037833						protein|evm.model.chromosome_8.1862																	
OG0037834						protein|evm.model.chromosome_8.992																	
OG0037835						protein|evm.model.chromosome_8.334																	
OG0037836						protein|evm.model.chromosome_8.335																	
OG0037837						protein|evm.model.chromosome_8.336																	
OG0037838						protein|evm.model.chromosome_8.1375																	
OG0037839						protein|evm.model.chromosome_8.1949																	
OG0037840						protein|evm.model.chromosome_8.273																	
OG0037841						protein|evm.model.chromosome_8.1349																	
OG0037842						protein|evm.model.chromosome_8.1718																	
OG0037843						protein|evm.model.chromosome_8.1710																	
OG0037844						protein|evm.model.chromosome_8.966																	
OG0037845						protein|evm.model.chromosome_8.1791																	
OG0037846						protein|evm.model.chromosome_8.786																	
OG0037847						protein|evm.model.chromosome_8.1282																	
OG0037848						protein|evm.model.chromosome_8.1462																	
OG0037849						protein|evm.model.chromosome_8.1469																	
OG0037850						protein|evm.model.chromosome_8.187																	
OG0037851						protein|evm.model.chromosome_8.459																	
OG0037852						protein|evm.model.chromosome_8.847																	
OG0037853						protein|evm.model.chromosome_8.1242																	
OG0037854						protein|evm.model.chromosome_8.1833																	
OG0037855						protein|evm.model.chromosome_8.2516																	
OG0037856						protein|evm.model.chromosome_8.1976																	
OG0037857						protein|evm.model.chromosome_8.2339																	
OG0037858						protein|evm.model.chromosome_8.1329																	
OG0037859						protein|evm.model.chromosome_8.526																	
OG0037860						protein|evm.model.chromosome_8.796																	
OG0037861						protein|evm.model.chromosome_8.795																	
OG0037862						protein|evm.model.chromosome_8.690																	
OG0037863						protein|evm.model.chromosome_8.2143																	
OG0037864						protein|evm.model.chromosome_8.2146																	
OG0037865						protein|evm.model.chromosome_8.2493																	
OG0037866						protein|evm.model.chromosome_8.2491																	
OG0037867						protein|evm.model.chromosome_8.1430																	
OG0037868						protein|evm.model.chromosome_8.1437																	
OG0037869						protein|evm.model.chromosome_8.878																	
OG0037870						protein|evm.model.chromosome_8.1219																	
OG0037871						protein|evm.model.chromosome_8.1210																	
OG0037872						protein|evm.model.chromosome_8.1217																	
OG0037873						protein|evm.model.chromosome_8.1022																	
OG0037874						protein|evm.model.chromosome_8.154																	
OG0037875						protein|evm.model.chromosome_9.2627																	
OG0037876						protein|evm.model.chromosome_9.1050																	
OG0037877						protein|evm.model.chromosome_9.1364																	
OG0037878						protein|evm.model.chromosome_9.1366																	
OG0037879						protein|evm.model.chromosome_9.1361																	
OG0037880						protein|evm.model.chromosome_9.1363																	
OG0037881						protein|evm.model.chromosome_9.773																	
OG0037882						protein|evm.model.chromosome_9.332																	
OG0037883						protein|evm.model.chromosome_9.337																	
OG0037884						protein|evm.model.chromosome_9.335																	
OG0037885						protein|evm.model.chromosome_9.1075																	
OG0037886						protein|evm.model.chromosome_9.1077																	
OG0037887						protein|evm.model.chromosome_9.2294																	
OG0037888						protein|evm.model.chromosome_9.641																	
OG0037889						protein|evm.model.chromosome_9.640																	
OG0037890						protein|evm.model.chromosome_9.1781																	
OG0037891						protein|evm.model.chromosome_9.1784																	
OG0037892						protein|evm.model.chromosome_9.1832																	
OG0037893						protein|evm.model.chromosome_9.1811																	
OG0037894						protein|evm.model.chromosome_9.560																	
OG0037895						protein|evm.model.chromosome_9.564																	
OG0037896						protein|evm.model.chromosome_9.243																	
OG0037897						protein|evm.model.chromosome_9.248																	
OG0037898						protein|evm.model.chromosome_9.481																	
OG0037899						protein|evm.model.chromosome_9.1336																	
OG0037900						protein|evm.model.chromosome_9.2444																	
OG0037901						protein|evm.model.chromosome_9.2445																	
OG0037902						protein|evm.model.chromosome_9.1962																	
OG0037903						protein|evm.model.chromosome_9.2105																	
OG0037904						protein|evm.model.chromosome_9.1414																	
OG0037905						protein|evm.model.chromosome_9.1415																	
OG0037906						protein|evm.model.chromosome_9.1410																	
OG0037907						protein|evm.model.chromosome_9.135																	
OG0037908						protein|evm.model.chromosome_9.795																	
OG0037909						protein|evm.model.chromosome_9.1848																	
OG0037910						protein|evm.model.chromosome_9.398																	
OG0037911						protein|evm.model.chromosome_9.979																	
OG0037912						protein|evm.model.chromosome_9.552																	
OG0037913						protein|evm.model.chromosome_9.550																	
OG0037914						protein|evm.model.chromosome_9.2276																	
OG0037915						protein|evm.model.chromosome_9.716																	
OG0037916						protein|evm.model.chromosome_9.2073																	
OG0037917						protein|evm.model.chromosome_9.2074																	
OG0037918						protein|evm.model.chromosome_9.703																	
OG0037919						protein|evm.model.chromosome_9.794																	
OG0037920						protein|evm.model.chromosome_9.63																	
OG0037921						protein|evm.model.chromosome_9.1153																	
OG0037922						protein|evm.model.chromosome_9.457																	
OG0037923						protein|evm.model.chromosome_9.587																	
OG0037924						protein|evm.model.chromosome_9.2287																	
OG0037925						protein|evm.model.chromosome_9.169																	
OG0037926						protein|evm.model.chromosome_9.297																	
OG0037927						protein|evm.model.chromosome_9.299																	
OG0037928						protein|evm.model.chromosome_9.1440																	
OG0037929						protein|evm.model.chromosome_9.2203																	
OG0037930						protein|evm.model.chromosome_9.2200																	
OG0037931						protein|evm.model.chromosome_9.2049																	
OG0037932						protein|evm.model.chromosome_9.397																	
OG0037933						protein|evm.model.chromosome_9.588																	
OG0037934						protein|evm.model.chromosome_9.586																	
OG0037935						protein|evm.model.chromosome_9.1805																	
OG0037936						protein|evm.model.chromosome_9.1804																	
OG0037937						protein|evm.model.chromosome_9.1397																	
OG0037938						protein|evm.model.chromosome_9.1642																	
OG0037939						protein|evm.model.chromosome_9.1640																	
OG0037940						protein|evm.model.chromosome_9.1499																	
OG0037941						protein|evm.model.chromosome_9.745																	
OG0037942						protein|evm.model.chromosome_9.1982																	
OG0037943						protein|evm.model.chromosome_9.2360																	
OG0037944						protein|evm.model.chromosome_9.2161																	
OG0037945						protein|evm.model.chromosome_9.1311																	
OG0037946						protein|evm.model.chromosome_9.1316																	
OG0037947						protein|evm.model.chromosome_9.33																	
OG0037948						protein|evm.model.chromosome_9.834																	
OG0037949						protein|evm.model.chromosome_9.1122																	
OG0037950						protein|evm.model.chromosome_9.1890																	
OG0037951						protein|evm.model.chromosome_9.637																	
OG0037952						protein|evm.model.chromosome_9.639																	
OG0037953						protein|evm.model.chromosome_9.948																	
OG0037954						protein|evm.model.chromosome_9.2095																	
OG0037955						protein|evm.model.chromosome_9.2090																	
OG0037956						protein|evm.model.chromosome_9.1211																	
OG0037957						protein|evm.model.chromosome_9.1637																	
OG0037958						protein|evm.model.chromosome_9.775																	
OG0037959						protein|evm.model.chromosome_9.774																	
OG0037960						protein|evm.model.chromosome_9.924																	
OG0037961						protein|evm.model.chromosome_9.895																	
OG0037962						protein|evm.model.chromosome_9.2430																	
OG0037963						protein|evm.model.chromosome_9.1877																	
OG0037964						protein|evm.model.chromosome_9.1957																	
OG0037965						protein|evm.model.chromosome_9.435																	
OG0037966						protein|evm.model.chromosome_9.436																	
OG0037967						protein|evm.model.chromosome_9.2617																	
OG0037968						protein|evm.model.chromosome_9.603																	
OG0037969						protein|evm.model.chromosome_9.1033																	
OG0037970						protein|evm.model.chromosome_9.2035																	
OG0037971						protein|evm.model.chromosome_9.813																	
OG0037972						protein|evm.model.chromosome_9.2295																	
OG0037973						protein|evm.model.chromosome_9.2066																	
OG0037974						protein|evm.model.chromosome_9.2718																	
OG0037975						protein|evm.model.chromosome_9.199																	
OG0037976						protein|evm.model.chromosome_9.525																	
OG0037977						protein|evm.model.chromosome_9.1559																	
OG0037978						protein|evm.model.chromosome_9.9																	
OG0037979						protein|evm.model.chromosome_9.1926																	
OG0037980						protein|evm.model.chromosome_9.907																	
OG0037981						protein|evm.model.chromosome_9.2381																	
OG0037982						protein|evm.model.chromosome_9.563																	
OG0037983						protein|evm.model.chromosome_9.896																	
OG0037984						protein|evm.model.chromosome_9.651																	
OG0037985						protein|evm.model.chromosome_9.807																	
OG0037986						protein|evm.model.chromosome_9.1799																	
OG0037987						protein|evm.model.chromosome_9.1388																	
OG0037988						protein|evm.model.chromosome_9.1659																	
OG0037989						protein|evm.model.chromosome_9.25																	
OG0037990						protein|evm.model.chromosome_9.412																	
OG0037991						protein|evm.model.chromosome_9.1971																	
OG0037992						protein|evm.model.chromosome_9.2092																	
OG0037993						protein|evm.model.chromosome_9.352																	
OG0037994						protein|evm.model.chromosome_9.182																	
OG0037995						protein|evm.model.chromosome_9.1403																	
OG0037996						protein|evm.model.chromosome_9.1405																	
OG0037997						protein|evm.model.chromosome_9.1263																	
OG0037998						protein|evm.model.chromosome_9.1196																	
OG0037999						protein|evm.model.chromosome_9.2248																	
OG0038000						protein|evm.model.chromosome_9.1724																	
OG0038001						protein|evm.model.chromosome_9.1721																	
OG0038002						protein|evm.model.chromosome_9.1681																	
OG0038003						protein|evm.model.chromosome_9.1689																	
OG0038004						protein|evm.model.chromosome_9.1948																	
OG0038005						protein|evm.model.chromosome_9.421																	
OG0038006						protein|evm.model.chromosome_9.425																	
OG0038007						protein|evm.model.chromosome_9.1575																	
OG0038008						protein|evm.model.chromosome_9.1574																	
OG0038009						protein|evm.model.chromosome_9.1577																	
OG0038010						protein|evm.model.chromosome_9.1576																	
OG0038011						protein|evm.model.chromosome_9.1573																	
OG0038012						protein|evm.model.chromosome_9.2712																	
OG0038013						protein|evm.model.chromosome_9.2714																	
OG0038014						protein|evm.model.chromosome_9.2715																	
OG0038015						protein|evm.model.chromosome_9.1254																	
OG0038016						protein|evm.model.chromosome_9.803																	
OG0038017						protein|evm.model.chromosome_9.2728																	
OG0038018						protein|evm.model.chromosome_9.300																	
OG0038019						protein|evm.model.chromosome_9.1042																	
OG0038020						protein|evm.model.chromosome_9.679																	
OG0038021						protein|evm.model.chromosome_9.531																	
OG0038022						protein|evm.model.chromosome_9.2219																	
OG0038023						protein|evm.model.chromosome_9.737																	
OG0038024						protein|evm.model.chromosome_9.736																	
OG0038025						protein|evm.model.chromosome_9.2054																	
OG0038026						protein|evm.model.chromosome_9.1776																	
OG0038027						protein|evm.model.chromosome_9.997																	
OG0038028						protein|evm.model.chromosome_9.1879																	
OG0038029						protein|evm.model.chromosome_7.2634																	
OG0038030						protein|evm.model.chromosome_7.961																	
OG0038031						protein|evm.model.chromosome_7.2345																	
OG0038032						protein|evm.model.chromosome_7.2174																	
OG0038033						protein|evm.model.chromosome_7.488																	
OG0038034						protein|evm.model.chromosome_7.487																	
OG0038035						protein|evm.model.chromosome_7.669																	
OG0038036						protein|evm.model.chromosome_7.742																	
OG0038037						protein|evm.model.chromosome_7.676																	
OG0038038						protein|evm.model.chromosome_7.670																	
OG0038039						protein|evm.model.chromosome_7.678																	
OG0038040						protein|evm.model.chromosome_7.309																	
OG0038041						protein|evm.model.chromosome_7.1019																	
OG0038042						protein|evm.model.chromosome_7.407																	
OG0038043						protein|evm.model.chromosome_7.1456																	
OG0038044						protein|evm.model.chromosome_7.2189																	
OG0038045						protein|evm.model.chromosome_7.2183																	
OG0038046						protein|evm.model.chromosome_7.2186																	
OG0038047						protein|evm.model.chromosome_7.2185																	
OG0038048						protein|evm.model.chromosome_7.2393																	
OG0038049						protein|evm.model.chromosome_7.2396																	
OG0038050						protein|evm.model.chromosome_7.805																	
OG0038051						protein|evm.model.chromosome_7.1463																	
OG0038052						protein|evm.model.chromosome_7.1294																	
OG0038053						protein|evm.model.chromosome_7.1839																	
OG0038054						protein|evm.model.chromosome_7.223																	
OG0038055						protein|evm.model.chromosome_7.2009																	
OG0038056						protein|evm.model.chromosome_7.1332																	
OG0038057						protein|evm.model.chromosome_7.2755																	
OG0038058						protein|evm.model.chromosome_7.1509																	
OG0038059						protein|evm.model.chromosome_7.702																	
OG0038060						protein|evm.model.chromosome_7.1817																	
OG0038061						protein|evm.model.chromosome_7.141																	
OG0038062						protein|evm.model.chromosome_7.938																	
OG0038063						protein|evm.model.chromosome_7.1059																	
OG0038064						protein|evm.model.chromosome_7.2853																	
OG0038065						protein|evm.model.chromosome_7.1268																	
OG0038066						protein|evm.model.chromosome_7.479																	
OG0038067						protein|evm.model.chromosome_7.786																	
OG0038068						protein|evm.model.chromosome_7.785																	
OG0038069						protein|evm.model.chromosome_7.2785																	
OG0038070						protein|evm.model.chromosome_7.621																	
OG0038071						protein|evm.model.chromosome_7.622																	
OG0038072						protein|evm.model.chromosome_7.2873																	
OG0038073						protein|evm.model.chromosome_7.1144																	
OG0038074						protein|evm.model.chromosome_7.2613																	
OG0038075						protein|evm.model.chromosome_7.542																	
OG0038076						protein|evm.model.chromosome_7.2390																	
OG0038077						protein|evm.model.chromosome_7.1928																	
OG0038078						protein|evm.model.chromosome_7.1923																	
OG0038079						protein|evm.model.chromosome_7.2558																	
OG0038080						protein|evm.model.chromosome_7.2696																	
OG0038081						protein|evm.model.chromosome_7.2069																	
OG0038082						protein|evm.model.chromosome_7.650																	
OG0038083						protein|evm.model.chromosome_7.654																	
OG0038084						protein|evm.model.chromosome_7.657																	
OG0038085						protein|evm.model.chromosome_7.659																	
OG0038086						protein|evm.model.chromosome_7.658																	
OG0038087						protein|evm.model.chromosome_7.1064																	
OG0038088						protein|evm.model.chromosome_7.1687																	
OG0038089						protein|evm.model.chromosome_7.1231																	
OG0038090						protein|evm.model.chromosome_7.282																	
OG0038091						protein|evm.model.chromosome_7.1438																	
OG0038092						protein|evm.model.chromosome_7.1437																	
OG0038093						protein|evm.model.chromosome_7.165																	
OG0038094						protein|evm.model.chromosome_7.2452																	
OG0038095						protein|evm.model.chromosome_7.208																	
OG0038096						protein|evm.model.chromosome_7.1805																	
OG0038097						protein|evm.model.chromosome_7.2339																	
OG0038098						protein|evm.model.chromosome_7.893																	
OG0038099						protein|evm.model.chromosome_7.892																	
OG0038100						protein|evm.model.chromosome_7.2271																	
OG0038101						protein|evm.model.chromosome_7.2898																	
OG0038102						protein|evm.model.chromosome_7.2894																	
OG0038103						protein|evm.model.chromosome_7.1994																	
OG0038104						protein|evm.model.chromosome_7.1006																	
OG0038105						protein|evm.model.chromosome_7.1285																	
OG0038106						protein|evm.model.chromosome_7.2133																	
OG0038107						protein|evm.model.chromosome_7.2130																	
OG0038108						protein|evm.model.chromosome_7.851																	
OG0038109						protein|evm.model.chromosome_7.2306																	
OG0038110						protein|evm.model.chromosome_7.1510																	
OG0038111						protein|evm.model.chromosome_7.1513																	
OG0038112						protein|evm.model.chromosome_7.2923																	
OG0038113						protein|evm.model.chromosome_7.2689																	
OG0038114						protein|evm.model.chromosome_7.1491																	
OG0038115						protein|evm.model.chromosome_7.1490																	
OG0038116						protein|evm.model.chromosome_7.639																	
OG0038117						protein|evm.model.chromosome_7.634																	
OG0038118						protein|evm.model.chromosome_7.1413																	
OG0038119						protein|evm.model.chromosome_7.1353																	
OG0038120						protein|evm.model.chromosome_7.1788																	
OG0038121						protein|evm.model.chromosome_7.2470																	
OG0038122						protein|evm.model.chromosome_7.416																	
OG0038123						protein|evm.model.chromosome_7.2660																	
OG0038124						protein|evm.model.chromosome_7.394																	
OG0038125						protein|evm.model.chromosome_7.396																	
OG0038126						protein|evm.model.chromosome_7.399																	
OG0038127						protein|evm.model.chromosome_7.840																	
OG0038128						protein|evm.model.chromosome_7.101																	
OG0038129						protein|evm.model.chromosome_7.102																	
OG0038130						protein|evm.model.chromosome_7.1102																	
OG0038131						protein|evm.model.chromosome_7.314																	
OG0038132						protein|evm.model.chromosome_7.999																	
OG0038133						protein|evm.model.chromosome_7.995																	
OG0038134						protein|evm.model.chromosome_7.1199																	
OG0038135						protein|evm.model.chromosome_7.1227																	
OG0038136						protein|evm.model.chromosome_7.1224																	
OG0038137						protein|evm.model.chromosome_7.439																	
OG0038138						protein|evm.model.chromosome_7.437																	
OG0038139						protein|evm.model.chromosome_7.436																	
OG0038140						protein|evm.model.chromosome_7.292																	
OG0038141						protein|evm.model.chromosome_7.1422																	
OG0038142						protein|evm.model.chromosome_7.2198																	
OG0038143						protein|evm.model.chromosome_7.2197																	
OG0038144						protein|evm.model.chromosome_7.832																	
OG0038145						protein|evm.model.chromosome_7.580																	
OG0038146						protein|evm.model.chromosome_7.2831																	
OG0038147						protein|evm.model.chromosome_7.1806																	
OG0038148						protein|evm.model.chromosome_7.2389																	
OG0038149						protein|evm.model.chromosome_7.2112																	
OG0038150						protein|evm.model.chromosome_7.2259																	
OG0038151						protein|evm.model.chromosome_7.2043																	
OG0038152						protein|evm.model.chromosome_7.2743																	
OG0038153						protein|evm.model.chromosome_7.1675																	
OG0038154						protein|evm.model.chromosome_7.2326																	
OG0038155						protein|evm.model.chromosome_7.2322																	
OG0038156						protein|evm.model.chromosome_7.1533																	
OG0038157						protein|evm.model.chromosome_7.501																	
OG0038158						protein|evm.model.chromosome_7.503																	
OG0038159						protein|evm.model.chromosome_7.505																	
OG0038160						protein|evm.model.chromosome_7.504																	
OG0038161						protein|evm.model.chromosome_7.1967																	
OG0038162						protein|evm.model.chromosome_7.1966																	
OG0038163						protein|evm.model.chromosome_7.1023																	
OG0038164						protein|evm.model.chromosome_7.2594																	
OG0038165						protein|evm.model.chromosome_7.1137																	
OG0038166						protein|evm.model.chromosome_7.2208																	
OG0038167						protein|evm.model.chromosome_7.1278																	
OG0038168						protein|evm.model.chromosome_7.1470																	
OG0038169						protein|evm.model.chromosome_7.369																	
OG0038170						protein|evm.model.chromosome_7.465																	
OG0038171						protein|evm.model.chromosome_7.1331																	
OG0038172						protein|evm.model.chromosome_7.2126																	
OG0038173						protein|evm.model.chromosome_7.2127																	
OG0038174						protein|evm.model.chromosome_7.2656																	
OG0038175						protein|evm.model.chromosome_7.1854																	
OG0038176						protein|evm.model.chromosome_7.1856																	
OG0038177						protein|evm.model.chromosome_7.1853																	
OG0038178						protein|evm.model.chromosome_7.2607																	
OG0038179						protein|evm.model.chromosome_7.2670																	
OG0038180						protein|evm.model.chromosome_7.2378																	
OG0038181						protein|evm.model.chromosome_7.556																	
OG0038182						protein|evm.model.chromosome_7.554																	
OG0038183						protein|evm.model.chromosome_7.1767																	
OG0038184						protein|evm.model.chromosome_7.1766																	
OG0038185						protein|evm.model.chromosome_7.1791																	
OG0038186						protein|evm.model.chromosome_7.1120																	
OG0038187						protein|evm.model.chromosome_7.456																	
OG0038188						protein|evm.model.chromosome_7.642																	
OG0038189						protein|evm.model.chromosome_7.2301																	
OG0038190						protein|evm.model.chromosome_7.2176																	
